"","week","age_group","total_vaccinated","perc_doses"
"443",2022-08-21,"50-64 years",2253,0.000350939772473269
"444",2022-08-21,"65-74 years",1171,0.000360056428314026
"445",2022-08-21,"75+ years",754,0.000346893942007982
"446",2022-08-28,"0-17 years",11163,0.00292333799475198
"447",2022-08-28,"18-49 years",5242,0.000381087005245726
"448",2022-08-28,"50-64 years",1556,0.000242371187735644
"449",2022-08-28,"65-74 years",727,0.000223536313735522
"450",2022-08-28,"75+ years",449,0.000206572121964966
"451",2022-09-04,"0-17 years",10971,0.00287305752400107
"452",2022-09-04,"18-49 years",8281,0.000602018597947321
"453",2022-09-04,"50-64 years",2107,0.00032819800292995
"454",2022-09-04,"65-74 years",1439,0.000442460461437987
"455",2022-09-04,"75+ years",898,0.000413144243929931
"456",2022-09-11,"0-17 years",15012,0.00393130430683657
"457",2022-09-11,"18-49 years",11754,0.00085450146120913
"458",2022-09-11,"50-64 years",3839,0.00059798392655343
"459",2022-09-11,"65-74 years",2878,0.000884920922875975
"460",2022-09-11,"75+ years",1924,0.000885177645123817
"461",2022-09-18,"0-17 years",14885,0.00389804587045446
"462",2022-09-18,"18-49 years",12572,0.000913969063324927
"463",2022-09-18,"50-64 years",4212,0.000656084474770265
"464",2022-09-18,"65-74 years",3298,0.00101406157180159
"465",2022-09-18,"75+ years",2378,0.00109405012479441
"466",2022-09-25,"0-17 years",12374,0.00324047158891525
"467",2022-09-25,"18-49 years",12172,0.000884889551287863
"468",2022-09-25,"50-64 years",4499,0.000700789186132817
"469",2022-09-25,"65-74 years",3392,0.00104296447894208
"470",2022-09-25,"75+ years",2673,0.00122977122942618
"471",2022-10-02,"0-17 years",10871,0.0028468697788183
"472",2022-10-02,"18-49 years",12287,0.000893249910998519
"473",2022-10-02,"50-64 years",4739,0.000738172916888957
"474",2022-10-02,"65-74 years",3623,0.00111399183585117
"475",2022-10-02,"75+ years",2662,0.0012247104424738
"476",2022-10-09,"0-17 years",10131,0.00265308046446585
"477",2022-10-09,"18-49 years",12510,0.000909461738959182
"478",2022-10-09,"50-64 years",5028,0.000783189159341143
"479",2022-10-09,"65-74 years",3814,0.00117272008333877
"480",2022-10-09,"75+ years",2723,0.00125277480648241
"481",2022-10-16,"0-17 years",9820,0.00257163657694745
"482",2022-10-16,"18-49 years",12512,0.000909607136519367
